Occurrence Number,Date,Registration,Classification,Type,Location,State,Aerodrome,Operation,Status,Link,History
53133,2015-02-26,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS,SP,FAER,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53133,"DURANTE VOO DE CRUZEIRO, VOO 5046, AERONAVE APRESENTOU PERDA DE SISTEMA HIDRÁULICO #1. FORAM EFETUADOS OS PROCEDIMENTOS PREVISTOS E AERONAVE PROSSEGUIUPARA AEROPORTO DE DESTINO - POA. DEVIDO PANE E SUAS DEVIDAS CONSEQUÊNCIAS, TRIPULAÇÃO DECIDIU DECLARAR URGÊNCIA (PAN PAN). O POUSO OCORREU SEM OUTRASANORMALIDADES EM POA E O DESEMBARQUE DOS CLIENTES OCORREU SEM INTERCORRÊNCIAS."
53118,2015-02-26,PTYEJ,ACIDENTE,PERDA DE CONTROLE NO SOLO,RIO DE JANEIRO,RJ,FAER,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53118,"A AERONAVE ENCONTRAVA-SE EM VOO DE REVALIDAÇÃO DE EXAMINADOR CREDENCIADO. EM UMAS DAS DECOLAGENS, TEVE O ESQUI DIREITO PRESO À UM CABO DE AÇO, PROVOCANDO UM ROLAMENTO DINÂMICO."
53119,2015-02-25,PPHBK,ACIDENTE,INDETERMINADO,CAMPO MOURÃO,PR,FAER,INSTRUÇÃO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53119,"A aeronave decolou de Campo Mourão - PR (SSKM), às 18h 20min (UTC), para um voo local de instrução com um instrutor e um aluno a bordo. Aproximadamente 20min após a decolagem,  a aeronave veio a colidir com o solo. A aeronave sofreu danos graves e os dois tripulantes faleceram."
53106,2015-02-25,PTJJM,INCIDENTE GRAVE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PORTO ALEGRE,RS,SIXE,INSTRUÇÃO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53106,"A aeronave decolou do Aeroclube de Eldorado do Sul (SIXE), às 11h 50min (UTC) para um voo de instrução de navegação com um instrutor e um aluno a bordo. Quando no retorno para SIXE, no setor sul de Porto Alegre (SBPA), aproximadamente às 14h 40min (UTC), a aeronave apresentou uma queda brusca de RPM do motor. Após realizar os procedimentos de emergência sem obter sucesso, o piloto declarou emergência e decidiu realizar um pouso de emergência no Hipódromo Cristal em Porto Alegre - RS, o qual foi bem sucedido. Os tripulantes saíram ilesos e a aeronave não apresentou danos."
53123,2015-02-24,****,INCIDENTE,OUTROS,GUARULHOS,SP,SBGR,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53123,"A AERONAVE REALIZAVA O VOO JJ3793 NO TRECHO GRU/JOI, QUANDO NA FASE DE CRUZEIRO VOANDO EM CONDIÇÃO IMC ADENTROU EM UMA ÁREA COM FORMAÇÃO DE GRANIZOQUE RESULTOU EM TRINCAS NA LÂMINA EXTERNA DO (WINDSHIELD) PARA-BRISA ESQUERDO. A TRIPULAÇÃO OPTOU POR RETORNAR PARA GRU SEM QUE HOUVESSE A NECESSIDADE DEDECLARAÇÃO DE URGÊNCIA E/OU EMERGÊNCIA, ONDE O POUSO OCORREU NORMALMENTE SEM DANOS A PESSOAS E/OU TERCEIROS, SENDO CONFIRMADO PELA EQUIPE DEMANUTENÇÃO O DANO NO (WINDSHIELD) PARA-BRISA ESQUERDO E DANOS NA PINTURA DO RADOME."
53107,2015-02-24,PREFX,INCIDENTE GRAVE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPOS DOS GOYTACAZES,RJ,FAER,TÁXI AÉREO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53107,
53131,2015-02-22,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GUARULHOS,SP,SBGR,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53131,"AO CRUZAR 200 PÉS, LOGO APÓS A DECOLAGEM DE SBGR COM DESTINO A SBCA, A AERONAVE ATR-72 PR PTQ TEVE O MOTOR 2 EMBANDEIRADO, SEM COMANDO. A TRIPULAÇÃOCONTROLOU A SITUAÇÃO E PROSSEGUIU A DECOLAGEM. APÓS ALGUNS SEGUNDOS, O MOTOR DESEMBANDEIROU SEM QUE NENHUM COMANDO TENHA SIDO FEITO PELA TRIPULAÇÃO.A AERONAVE REALIZOU POUSO DE PRECAUÇÃO BIMOTOR.A AERONAVE NÃO APRESENTOU DANOS E TODOS OS 56 PASSAGEIROS E 4 TRIPULANTES SAÍRAM ILESOS."
53115,2015-02-22,PTIXS,ACIDENTE,PERDA DE CONTROLE EM VOO,UIRAMUTÃ,RR,SJYR,TÁXI AÉREO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53115,"Após a decolagem o piloto percebeu que a aeronave afundou, semelhante a uma perda parcial de potencia, e decidiu pousar em frente. A aeronave teve danos graves, porém não houve fogo. O piloto e os passageiros abandonaram a aeronave ilesos."
53114,2015-02-22,PRFLF,ACIDENTE,PERDA DE CONTROLE NO SOLO,PORTO BELO,SC,SDEN,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53114,"A aeronave iniciou a decolagem às 17h30min do Aeródromo do Condomínio Aeronáutico Costa Esmeralda (SDEN), conforme plano de voo visual, para o Aeroporto Lauro Kurtz (SBPF), com um piloto e três passageiros a bordo, para realizar um voo privado.Durante a corrida de decolagem, a aeronave perdeu a reta para a esquerda. O piloto tentou utilizar o freio direito, porém o mesmo não apresentou nenhuma efetividade. Ao sair da pista, o piloto reduziu todo o motor, ainda assim, a aeronave colidiu contra uma mureta. A aeronave teve danos substanciais. O piloto e os passageiros saíram ilesos."
53130,2015-02-21,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,MANAUS,AM,SBEG,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53130,"VOO 2814, HOUVE SUSPEITA DE VAZAMENTO DE PRESSURIZAÇÃO PELA PORTA 1RH, IMPEDINDO PRESSURIZAÇÃO DA AERONAVE. SEM DECLARAR EMERGÊNCIA OUURGÊNCIA, TRIPULAÇÃO REALIZOU RETORNO DE VOO. POUSO E DESEMBARQUE OCORRERAM SEM INTERCORRÊNCIAS. VOO FOI CANCELADO E OS PASSAGEIROSFORAM ACOMODADOS EM OUTROS VOOS DA EMPRESA."
53117,2015-02-21,PPHGB,ACIDENTE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,ITAPIRA,SP,FAER,INSTRUÇÃO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53117,"A tripulação cumpria voo de instrução de PPR, POB 02, em navegação na rota SBBP-São João da Boa Vista-SBBP. As condições reinantes eram VMC; era mantida altura de cerca de 3000 ft sobre o terreno. Após uma hora de voo, ao efetuar troca de tanque da posição inferior para ambos, o instrutor observou a queda de potência do motor, seguida da indicação de queda de RPM. Em seguida, o motor parou de funcionar. Ato contínuo, foi iniciado o planeio, sendo tentada a partida em voo, sem sucesso. Foi escolhida uma área para o pouso forçado; o instrutor realizou o pouso em canavial, vindo a tocar o solo próximo à velocidade de estol, ocasião em que a aeronave colidiu com a plantação, pilonando em seguida."
53125,2015-02-19,****,INCIDENTE,OUTROS,RIO DE JANEIRO,RJ,SBRJ,ESPECIALIZADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53125,"A AERONAVE PERDEU A FAIXA, ÀS 13H53MIN (UTC), PRÓXIMO A VILA DO PAN E O VIADULTO DO BRT, ENQUANTO EFETUAVA A PERNA BASE PARA O ALIJAMENTO."
53121,2015-02-19,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53121,"AERONAVE A318 PREFIXO PR-AVL, RECÉM-SAÍDA DE MANUTENÇÃO SEM APRESENTAR PANES, EFETUANDO O TRASLADO DE SJC COM DESTINO A CGH, DURANTE A DECOLAGEM, APÓSRECOLHIMENTO TREM DE POUSO, A AERONAVE APRESENTOU PANE OVERHEAT NO RESERVOIR “Y”. A TRIPULAÇÃO DESLIGOU A PTU DEVIDO OVERHEAT NO HYD SYS Y E CORTOU OSISTEMA. TRIPULAÇÃO CUMPRIU O QRH, MANTENDO A TODO O MOMENTO O HYD SYS Y CORTADO E ALTERNANDO PARA GRU. FOI SOLICITADO PRIORIDADE PARA POUSO, PORÉM SEMDECLARAR EMERGÊNCIA. O POUSO FOI EFETUADO DENTRO DA NORMALIDADE E FOI REQUISITADA A RETIRADA DA AERONAVE DA PISTA COM CAMINHÃO DE PUSH BACK (HYD SYS YCORTADO).)."
53116,2015-02-19,PTKBV,ACIDENTE,PERDA DE CONTROLE EM VOO,BUENO BRANDÃO,MG,FAER,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53116,"Em voo de cruzeiro, com aproximadamente uma hora de dez minutos de voo, a aeronave foi vista por duas testemunhas em trajetória descendente, perdendo partes em voo, até chocar-se contra o solo, em zona rural."
53175,2015-02-18,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,RECIFE,PE,FAER,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53175,"A AERONAVE DECOLOU DE RECIFE (SBRF) COM DESTINO A CAMPINAS/AMARAIS (SDAM). AO CRUZAR 9000 FT HOUVE A TRINCA DO PAINEL ESQUERDO DO PARABRISA. A AERONAVE RETORNOU PARA O AERÓDROMO DE ORIGEM, ONDE O POUSO OCORREU COM SUCESSO."
53132,2015-02-16,****,INCIDENTE,OUTROS,RIO DE JANEIRO,RJ,SBRJ,ESPECIALIZADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53132,"APÓS CAPTURAR A FAIXA DE PROPAGANDA, A AERONAVE SOLICITOU EFETUAR ALIJAMENTO, SEGUIDO DE POUSO, EM FUNÇÃO DO VENTO FORTE. FOI FEITA VISTORIA PARA LIBERAÇÃO DAPISTA APÓS O POUSO E NÃO HOUVE PREJUÍZO ÀS DEMAIS OPERAÇÕES."
53110,2015-02-16,PUSRG,ACIDENTE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,GOIOERÊ,PR,FAER,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53110,"A aeronave iniciou a decolagem às 19h 50min UTC da Chácara Marcella, sob condições visuais, para um voo local, com um piloto e um passageiro a bordo. Durante a decolagem a aeronave perdeu potência e não conseguiu parar sobre a pista. No prolongamento da pista havia área de plantação de milho, onde a aeronave parou. A aeronave teve danos substanciais. O piloto e o passageiro saíram ilesos."
53108,2015-02-16,PPFHP,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,UBERLÂNDIA,MG,SBUL,INSTRUÇÃO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53108,"A aeronave saiu cerca de 20 metros da pista durante a corrida de decolagem e tocou a ponta da asa esquerda na grama. Em seguida, regressou à pista por meios próprios e retornou ao pátio do aeroclube."
52997,2015-02-16,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,ALCÂNTARA,MA,SNCW,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/52997,"O PILOTO DECOLOU DE SNOZ ÀS 20:28 UTC, E APÓS 10 MIN DECLAROU EMERGÊNCIA DEVIDO A BAIXA PRESSÃO DE ÓLEO E AQUECIMENTO DO MOTOR, REALIZOU O POUSOFORÇADO NO AERÓDROMO SNCW SEM DANOS À AERONAVE E A TERCEIROS"
53129,2015-02-12,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FLORIANÓPOLIS,SC,SBFL,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53129,"A AERONAVE DECOLOU DE SÃO PAULO, SP (SBMT) COM DESTINO A FLORIANÓPOLIS, SC (SBFL) NO DIA 12/02 AS 15:30 LOCAL.DURANTE O CRUZEIRO, FL360, APÓS PASSAR O TRAVÉS DE CURITIBA ACENDEU O AVISO DE HYD SYS FAULT (ESTA MENSAGEM É APENAS UM 'ADVISORY' E NÃO EXIGE NENHUMA AÇÃO, HAJA VISTO QUE NÃO TEMOS NENHUM PROCEDIMENTO ESPECÍFICO PARA ELA NO CHECKLIST DA AERONAVE.CARREGUEI A PÁGINA DE STATUS NO PAINEL PARA ACOMPANHAR O COMPORTAMENTO DO SISTEMA HIDRÁULICO E NESSE MOMENTO COMECEI A OUVIR UM BARULHO ATÍPICO PROVENIENTE DA BOMBA HIDRÁULICA. APARENTEMENTE O SISTEMA ESTAVA FUNCIONANDO NORMALMENTE, CONTUDO, O BARULHO PERMANECEU DURANTE A DESCIDA.EM ALGUNS MOMENTOS DA DESCIDA A MENSAGEM HYD SYS FAULT APAGOU, CONTUDO, EM BAIXA ALTITUDE E COM OS MOTORES REDUZIDOS ELA FICOU CONSTANTE.INICIEI O PROCEDIMENTO RNAV (GNSS) RWY 14 E APÓS PASSAR O FL013 RESOLVI COMANDAR O TREM DE POUSO PARA QUE HOUVESSE TEMPO HÁBIL DE EXECUTAR ALGUM PROCEDIMENTO CASO ESTE NÃO FUNCIONASSE NORMALMENTE.APÓS COMANDAR O TREM DE POUSO, A INDICAÇÃO DE PRESSÃO HIDRÁULICA ZEROU, E O TREM DE POUSO DIREITO NÃO BAIXOU, APRESENTANDO ASSIM AS SEGUINTES MENSAGENS: 'LG LEVER DISAG', 'HYD LO PRES', 'BRAKE FAIL', E 'PUSHER FAIL'.SOLICITEI EFETUAR UMA ESPERA SOBRE O FL017 A FIM DE EXECUTAR OS PROCEDIMENTOS PREVISTOS PARA ESSAS MENSAGENS EXIBIDAS.COMANDEI O TREM ATRAVÉS DO SISTEMA DE EMERGÊNCIA, E O TREM DE POUSO DIREITO BAIXOU E TRAVOU NORMALMENTE.SEGUI O CHECKLIST PARA A MENSAGEM 'HYD LO PRES', SETEI A VELOCIDADE PARA VREF + 17KT, E RECALCULEI A DISTÂNCIA NECESSÁRIA PARA POUSO (737M X 2.7 = 1989M). COMO A PISTA DE FLORIANÓPOLIS POSSUI 2300M, SEGUI PARA O POUSO DECLARANDO NESSE MOMENTO EMERGÊNCIA E SOLICITANDO APOIO EM SOLO.O TOQUE OCORREU NORMALMENTE NO PRIMEIRO TERÇO DA PISTA, APLIQUEI O FREIO DE EMERGÊNCIA E A AERONAVE PAROU COMPLETAMENTE NO SEGUNDO TERÇO.COMO O ACUMULADOR PERMITE APENAS 6 ATUAÇÕES DA ALAVANCA DO FREIO DE EMERGÊNCIA E NÃO CONTAVA COM FREIO DIFERENCIAL PARA EFETUAR O 180 SOBRE A PISTA, JULGUEI PRUDENTE SOLICITAR O REBOQUE ATÉ O PÁTIO.TRATORAMOS A AERONAVE ATÉ O HANGAR DA GOLDEN AIR ONDE ELA PERMANECEU ATÉ O FIM DOS TRABALHOS DE MANUTENÇÃO. A MANUTENÇÃO FOI EXECUTADA PELA EQUIPE DA OFICINA AEROMECÂNICA NOS DIAS 13 E 14, LIBERANDO A AERONAVE PARA VOO NO FINAL DA TARDE DO DIA 14/02.NÃO HOUVE LESÕES ÀS PESSOAS A BORDO.A AERONAVE NÃO SOFREU DANO."
65312,2015-02-11,PRSMC,ACIDENTE,VOO CONTROLADO CONTRA O TERRENO,CABECEIRAS,GO,FAER,AGRÍCOLA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/65312,"SEGUNDO RELATO DO PROPRIETÁRIO, O MONOMOTOR TERIA DECOLADO DA FAZENDA BURITI, NAS PROXIMIDADES DE CABECEIRAS-GO, E ESTAVA EM TRANSLADO PARA FORMOSA-GO, QUANDO, DEVIDO ÀS CONDIÇÕES METEOROLÓGICAS ADVERSAS, COLIDIU COM UMA REDE ELÉTRICA, O QUE ACARRETOU PERDA DE CONTROLE EM VOO E COLISÃO CONTRA O SOLO. A FUSELAGEM FOI ATINGIDA PELOS FIOS DE ALTA TENSÃO, PROVOCANDO QUEIMADURAS NO ROSTO E NA MÃO DO PILOTO. AINDA SEGUNDO O PROPRIETÁRIO, O FATO FOI COMUNICADO AO CORPO DE BOMBEIROS MILITAR, ONDE FOI EMITIDO UM BOLETIM DE OCORRÊNCIA. O ACIDENTE NÃO FOI COMUNICADO AO SERIPA VI NA ÉPOCA. ESTE COMANDO INVESTIGADOR TOMOU CONHECIMENTO DA OCORRÊNCIA APÓS QUESTIONAMENTO DA CELG SOBRE O ANDAMENTO DA INVESTIGAÇÃO UM ANO E QUATRO MESES APÓS O ACIDENTE."
53127,2015-02-11,****,INCIDENTE,COLISÃO COM AVE,CAMPINAS,SP,FAER,POLICIAL,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53127,"DURANTE DESLOCAMENTO PARA ATENDIMENTO DE OCORRÊNCIA POLICIAL , A AERONAVE COLIDIU COM UM PÁSSARO, TENDO O PÁSSARO ATINGIDO A PORTA DIANTEIRA ESQUERDA DAAERONAVE. APÓS A COLISÃO, A VIGIA SUPERIOR DA PORTA DIANTEIRA ESQUERDA DESPRENDEU-SE, SEM QUE SE FOSSE POSSÍVEL PRECISAR O LOCAL. OBSERVADO QUE NÃO HAVIANENHUM COMPONENTE DA TRIPULAÇÃO FERIDO, NEM ALARMES OU LUZES DE EMERGÊNCIA ACESAS, A AERONAVE RETORNOU AO HELIPONTO SDYH."
52996,2015-02-10,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,MANAUS,AM,SBEG,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/52996,"DURANTE A SUBIDA, AO ATINGIR 7000 FT HOUVE UMA QUEDA DE 400 LIBRAS DE TORQUE NO MOTOR DIREITO, O PILOTO REDUZIU EMBANDEIROU E CORTOU OMOTOR # 2. PROSSEGUIU NA SUBIDA E NIVELOU EM 9000 FT SEGUINDO ATÉ MANAUS, ONDE SOLICITOU EMERGÊNCIA E REALIZOU O POUSO NORMALMENTE EMCONDIÇÃO MONOMOTOR."
53000,2015-02-09,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PORTO ALEGRE,RS,FAER,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53000,"VOO 4428, DURANTE ETAPA POA-SDU, APRESENTOU BLEED#1 E #2 OVERPRESS. APÓS REALIZAR PROCEDIMENTOS PREVISTOS, TRIPULAÇÃO REALIZOURETORNO PARA POA SEM DECLARAR EMERGÊNCIA OU URGÊNCIA. POUSO FOI FEITO SEM MAIS ANORMALIDADES. VOO FOI CANCELADO E OS PASSAGEIROSFORAM ACOMODADOS NOS PRÓXIMOS VOOS DA EMPRESA."
52995,2015-02-09,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,RIO DE JANEIRO,RJ,SBGL,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/52995,"A AERONAVE PR-GGA, REALIZAVA O VOO G3 1093 NA ETAPA SBSV/SBCF, DO DIA 09/FEVEREIRO/2015. POR VOLTA DAS 08:00H, NA DESCIDA PARA SBCF, HOUVE PERDA DEÓLEO E, CONSEQUENTEMENTE, BAIXA PRESSÃO DE ÓLEO NO MOTOR #1. A TRIPULAÇÃO EFETUOU PROCEDIMENTO QRH E MONITOROU O MOTOR #1 EM IDLE DURANTE ALGUMTEMPO, CONSTATADO O VAZAMENTO PROGRESSIVO, FOI EFETUADO CORTE DO MOTOR. EM VIRTUDE DE METEOROLOGIA MAIS FAVORÁVEL, ALTERNARAM SBGL. O POUSO OCORREUSEM MAIS PROBLEMAS. OS PASSAGEIROS E TRIPULANTES PERMANECERAM ILESOS."
53009,2015-02-08,****,INCIDENTE,OUTROS,BELO HORIZONTE,MG,SBBH,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53009,O INCIDENTE DIZ RESPEITO AO TRATOR DA EMPRESA QUE ESBARROU NA FUSELAGEM DA AERONAVE PP-ARG DENTRO DO PÁTIO DE MANOBRA DO HANGARPROVOCANDO UM PEQUENO AMASSADO JUNTO A FUSELAGEM DIREITA PRÓXIMO A RAIZ DA ASA.
53002,2015-02-08,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS DO PIAUÍ,PI,SBKP,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53002,VOO 5178 FOI LIBERADO PACK#1 MEL E DURANTE ETAPA CAMPINAS-TRÊS LAGOAS APRESENTOU PROBLMEA NA PACK#2. APÓS REALIZAR PROCEDIMENTOSPREVISTOS TRIPULAÇÃO REALIZOU RETORNO PARA VCP SEM DECLARAR EMERGÊNCIA OU URGÊNCIA. APÓS POUSO HOUVE TROCA DE AERONAVE E VOOPROSSEGUIU.
53001,2015-02-08,****,INCIDENTE,OUTROS,RIO DE JANEIRO,RJ,SBGL,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53001,"A AERONAVE REALIZAVA O VOO JJ3307 NO TRECHO GIG/FOR QUANDO A APROXIMADAMENTE 10000 FT A MESMA FOI ATINGIDA POR UM RAIO, OCASIONANDO UMA PERDA DOSISTEMA DE RADAR. EM SEGUIDA A AERONAVE ADENTROU EM UMA FORMAÇÃO METEOROLÓGICA A QUAL CONTINHA GRANIZOS, CAUSANDO DANOS AOS WINDSHIELDS E RADOME. ATRIPULAÇÃO SOLICITOU AO ÓRGÃO ATC ESPERA PARA CUMPRIMENTO DOS PROCEDIMENTOS DE ECAM E POSTERIOR RETORNO PARA O GIG, ONDE O POUSO OCORREU NORMALMENTESEM DANOS A PESSOAS E/OU TERCEIROS."
52973,2015-02-07,PTUNH,ACIDENTE,PERDA DE CONTROLE EM VOO,BALSAS,MA,FAER,AGRÍCOLA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/52973,"Em operação de aplicação de inseticida em lavoura de soja, durante a terceira decolagem, a aeronave perdeu sustentação. O piloto efetuou pouso forçado a frente, percorrendo, após o toque com o solo, cerca de 55 metros, vindo então a colidir com uma curva de nível e pilonando a aeronave."
52972,2015-02-07,PTLOA,ACIDENTE,OPERAÇÃO A BAIXA ALTITUDE,TAPES,RS,SSAU,AGRÍCOLA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/52972,"A aeronave decolou de Centeno, RS (SSAU), com um piloto a bordo, a fim de realizar voo de aplicação de defensivo agrícola em lavoura de soja. Durante a segunda aplicação, aproximadamente às 09 horas (HBV), a aeronave colidiu com fio da rede de alta tensão, perdeu o controle e impactou com o solo. A aeronave teve danos substanciais. O piloto faleceu no local. Houve danos em um dos fios da rede de alta tensão (para-raios)."
53005,2015-02-06,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO PAULO,SP,SBMT,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53005,"A AERONAVE APÓS O POUSO E DURANTE O TÁXI TEVE O ESTOURO DO PNEU DO TREM DE POUSO TRASEIRO DIREITO, IMPEDINDO-A DE PROSSEGUIR ATÉ O PÁTIO DA INFRAERO. AAERONAVE PERMANECEU NA TAXIWAY 'C', INTERDITANDO-A. O INCIDENTE NÃO COMPROMETEU AS OPERAÇÕES DO AEROPORTO."
53004,2015-02-06,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,VITÓRIA DA CONQUISTA,BA,SBVC,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53004,"AERONAVE APÓS A DECOLAGEM DE SBQV COM DESTIVO SBGR, REGRESSOU A SBQV DEVIDO AO NÃO RECOLHIMENTO DO TREM DE POUSO.APÓS PESQUISA DA MANUTENÇÃO EM SBQV, A AERONAVE FOI LIBERADA PARA TRANSLADO VAZIO PARA SBRP, ONDE FOI EFETUADA MANUTENÇÃO NECESSÁRIA."
53003,2015-02-06,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CUIABÁ,MT,SBCY,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53003,"DURANTE VOO 6381 ENTRE SBCY/SBGR, AERONAVE MK28 PR-OAJ APÓS PASSAR FL250 TEVE O PARABRISA RH DANIFICADO. UMA TRINCA SE INICIOU E SEEXTENDEU POR TODOS OS LADOS. O VOO SEGUIU NORMALMENTE AO SEU DESTINO, EFETUANDO POUSO NORMALMENTE NESTA LOCALIDADE."
53226,2015-02-05,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,MARABÁ,PA,SBMA,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53226,"FURO DE PNEU, DURANTE O POUSO."
53111,2015-02-05,PTGYG,ACIDENTE,PERDA DE CONTROLE EM VOO,TAPIRA,PR,FAER,AGRÍCOLA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53111,"A aeronave decolou às 10h35min UTC da área de pouso eventual da Fazenda Santa Terezinha, sob condições visuais, com um piloto a bordo, para realizar aplicação agrícola. Ao aproximar-se da área a ser pulverizada, a aeronave sobrevoou uma plantação de eucaliptos, a cerca de 10 metros de altura em relação à copa das árvores. Neste momento, a aeronave recebeu uma rajada de vento de cauda, perdendo sustentação. O piloto aplicou toda potência, baixou todo o flapes e abriu o alijamento. A aeronave ultrapassou os eucaliptos mas continuou afundando e perdendo velocidade. O piloto, então, decidir realizar um pouso forçado sobre área de pastagem. Durante o pouso forçado a aeronave pilonou. A aeronave teve danos substanciais. O piloto saiu ileso."
53309,2015-02-04,PTOPO,INCIDENTE GRAVE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,ASSIS CHATEAUBRIAND,PR,FAER,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53309,
53105,2015-02-03,PUAKK,INCIDENTE GRAVE,OUTROS,SÃO MIGUEL DO IGUAÇU,PR,FAER,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53105,"A aeronave decolou de Santa Terezinha de Itaipu / Fazenda Paulista (SNUA) com duas pessoas a bordo, a fim de realizar voo local de lazer.Vinte minutos após a decolagem, o piloto pousou em estrada de terra na área rural de São Miguel do Iguaçu - PR, afastado aproximadamente 5 milhas náuticas de SNUA, devido a condições meteorológicas adversas (chuva forte) na região do aeródromo citado.Não houve lesões aos ocupantes da aeronave ou pessoas no solo. A aeronave não teve avarias."
52999,2015-02-03,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,ILHÉUS,BA,SBIL,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/52999,"A AERONAVE EXPERIMENTAL MODELO SKYRANGER DECOLOU NORMALMENTE PARA REALIZAR UM VOO LOCAL NAS PROXIMIDADES DE SBIL. APÓS O VOO, A AERONAVE RETORNOU PARAPOUSO NA PISTA 11. DURANTE A CORRIDA APÓS O POUSO, O COMANDANTE RELATOU QUE O PNEU DO TREM DE POUSO PRINCIPAL DIREITO ESTAVA FURADO. A AERONAVE PERMANECEUNA PISTA, INTERDITANDO O AERÓDROMO DURANTE APROXIMADAMENTE 10 MINUTOS. O AVIÃO FOI REBOCADO PARA O HANGAR DO AEROCLUBE E AS OPERAÇÕES AÉREAS EM SBILFORAM RESTABELECIDAS APÓS A VISTORIA NA PISTA DE POUSO."
